69,"Object permanence.",0,0
70,"Consultants",0,0
71,"Intelligent design.",0,0
72,"Nocturnal emissions.",0,0
73,"Uppercuts.",0,0
74,"Being marginalized.",0,0
75,"The profoundly handicapped.",0,0
76,"Obesity.",0,0
77,"Chutzpahj.",0,0
78,"Unfathomable stupidity.",0,0
79,"Repression.",0,0
80,"Attitude.",0,0
81,"Passable transvestites.",0,0
82,"Party poopers.",0,0
83,"The American Dream.",0,0
84,"Child beauty pageants.",0,0
85,"Puberty.",0,0
86,"Testicular torsion.",0,0
87,"The folly of man.",0,0
88,"Nickelback.",0,0
89,"Swopping.",0,0
90,"Goats eating cans.",0,0
91,"The KKK.",0,0
92,"Kamikaze pilots.",0,0
93,"Horrifying laser hair removal accidents.",0,0
94,"Adderall.",0,0
95,"A look-see.",0,0
96,"Doing the right thing.",0,0
97,"The taint; the grundle; the fleshy fun-bridge.",0,0
98,"The invisible hand.",0,0
99,"Lactation.",0,0
100,"Pabst Blue Ribbon.",0,0
101,"Powerful thighs.",0,0
102,"Saxophone solos.",0,0
103,"The gays.",0,0
104,"A middle-aged man on roller skates.",0,0
105,"A foul mouth.",0,0
106,"That thing that electrocutes your abs.",0,0
107,"Heteronormativity.",0,0
108,"Cuddling.",0,0
109,"Coat hanger abortions.",0,0
110,"A big hoopla about nothing.",0,0
111,"Boogers.",0,0
112,"A hot mess.",0,0
113,"Raptor attacks.",0,0
114,"My collection of high-tech sex toys.",0,0
115,"Feat itself.",0,0
116,"Bees?",0,0
117,"Getting drunk on mouthwash.",0,0
118,"Sniffing glue.",0,0
119,"Oversized lollipops.",0,0
120,"An icepick lobotomy.",0,0
121,"Being rich.",0,0
122,"Friends with benefits.",0,0
123,"Teaching a robot to love.",0,0
124,"Women's suffrage.",0,0
125,"Me time.",0,0
126,"The heart of a child.",0,0
127,"Smallpox blankets.",0,0
128,"The clitoris.",0,0
129,"John Wilkes Booth.",0,0
130,"The glass ceiling.",0,0
131,"Sarah Palin.",0,0
132,"Sexy pillow fights.",0,0
133,"Yeast.",0,0
134,"Full frontal nudity.",0,0
135,"Parting the Red Sea.",0,0
136,"A Bop It.",0,0
137,"Michael Jackson.",0,0
138,"Team-building exercises.",0,0
139,"Harry Potter erotica.",0,0
140,"Authentic Mexican cuisine.",0,0
141,"Frolicking.",0,0
142,"Sexting.",0,0
143,"Grandma.",0,0
144,"Not giving a shit about the Third World.",0,0
145,"Licking things to claim them as your own.",0,0
146,"Genghis Khan.",0,0
147,"The hardworking Mexican.",0,0
148,"RoboCop.",0,0
149,"My relationship status.",0,0
150,"Scrubbing under the folds.",0,0
151,"Porn stars.",0,0
152,"Horse meat.",0,0
153,"Sunshine and rainbows.",0,0
154,"Expecting a burp and vomiting on the floor.",0,0
155,"Barack Obama.",0,0
156,"Spontaneous human combustion.",0,0
157,"Natural selection.",0,0
158,"Mouth herpes.",0,0
159,"Flash flooding.",0,0
159,"Goblins.",0,0
160,"A monkey smoking a cigar.",0,0
161,"Spectacular abs.",0,0
162,"A good sniff.",0,0
163,"Wiping her butt.",0,0
164,"The Three-Fifths compromise.",0,0
165,"Pedophiles.",0,0
166,"Doin' it in the butt.",0,0
167,"Being fabulous.",0,0
168,"Mathletes.",0,0
169,"Wearing underwear inside-out to avoid doing laundry.",0,0
170,"Nipple blades.",0,0
171,"An M. Night Shyamalan plot twist.",0,0
172,"A bag of magic beans.",0,0
173,"Vigorous jazz hands.",0,0
174,"A defective condom.",0,0
175,"Skeletor.",0,0
176,"Vikings.",0,0
177,"Leaving an awkward voicemail.",0,0
178,"Teenage pregnancy.",0,0
179,"Dead parents.",0,0
179,"Hot cheese.",0,0
180,"My sex life.",0,0
181,"A mopey zoo lion.",0,0
182,"Assless chaps.",0,0
183,"Riding off into the sunset.",0,0
184,"Lance Armstrong's missing testicle.",0,0
185,"Sweet, sweet vengeance.",0,0
186,"Genital piercings.",0,0
187,"Keg stands.",0,0
188,"Darth Vader.",0,0
189,"Viagra.",0,0
190,"Necrophilia.",0,0
191,"A really cool hate.",0,0
192,"Toni Morrison's vagina.",0,0
193,"An Oedipus complex.",0,0
194,"The Tempur-Pedic Swedish Sleep System.",0,0
195,"Preteens.",0,0
196,"Dick fingers.",0,0
197,"A cooler full of organs.",0,0
198,"Shapeshifters.",0,0
199,"The Care Bear Stare.",0,0
200,"Erectile dysfunction.",0,0
201,"Keanu Reeves.",0,0
202,"The Virginia Tech Massacre.",0,0
203,"The Underground Railroad.",0,0
204,"The chronic.",0,0
205,"Queefing.",0,0
206,"Heartwarming orphans.",0,0
207,"A thermonuclear detonation.",0,0
208,"Cheating in the Special Olympics.",0,0
209,"Tangled Slinkys.",0,0
210,"A moment of silence.",0,0
211,"Civilian casualties.y",0,0
212,"Catapults.",0,0
213,"Sharing needles.",0,0
214,"Ethnic cleansing.",0,0
215,"Emotions.",0,0
216,"Children on leashes.",0,0
217,"Balls.",0,0
218,"Homeless people.",0,0
219,"Eating all of the cookies before the AIDS bake-sale.",0,0
220,"Old-people smell.",0,0
221,"Farting and walking away.",0,0
222,"The inevitable heat death of the universe.",0,0
223,"My humps.",0,0
224,"The violation of our most basic human rights.",0,0
225,"Fingering.",0,0
226,"The placenta.",0,0
227,"The Rev. Dr. Martin Luther King, Jr.",0,0
228,"Leprosy.",0,0
229,"Sperm whales.",0,0
230,"Multiple stab wounds.",0,0
231,"Flightless birds.",0,0
232,"Grave robbing.",0,0
233,"Home video of Oprah sobbing into a Lean Cuisine.",0,0
234,"Oompa-Loompas.",0,0
235,"A murder most foul.",0,0
236,"Tentacle porn.",0,0
237,"Daddy issues.",0,0
238,"Bill Nye the Science Guy.",0,0
239,"Peeing a little bit.",0,0
240,"The miracle of childbirth.",0,0
241,"'Tweeting.'",0,0
242,"Another goddamn vampire movie.",0,0
243,"Britney Spears at 55.",0,0
244,"New Age music.",0,0
245,"The Make-A-Wish Foundation.",0,0
246,"Firing a rifle into the air while balls deep in a squealing hog.",0,0
247,"Active listening.",0,0
248,"Nicolas Cage.",0,0
249,"72 virgins.",0,0
250,"Stranger danger.",0,0
251,"Hope.",0,0
252,"A gassy antelope.",0,0
253,"BATMAN!!!",0,0
254,"Chivalry.",0,0
255,"Passing a kidney stone.",0,0
256,"Black people.",0,0
257,"Natalie Portman.",0,0
258,"A mime having a stroke.",0,0
259,"Classist undertones.",0,0
260,"Sean Penn.",0,0
261,"A mating display.",0,0
262,"The Holy Bible.",0,0
263,"Hot Pockets.",0,0
264,"A sad handjob.",0,0
265,"Pulling out.",0,0
266,"Serfdom.",0,0
267,"Pixelated bukkake.",0,0
268,"Dropping a chandelier on your enemies and riding the rope up.",0,0
269,"Jew-fros.",0,0
270,"Waiting 'til marriage.",0,0
271,"Euphoria by Calvin Klein.",0,0
272,"The World of Warcraft.",0,0
273,"Lunchables.",0,0
274,"The Kool-Aid Man.",0,0
275,"The Trail of Tears.",0,0
276,"Self-loathing.",0,0
277,"A falcon with a cap on its head.",0,0
278,"Historically black colleges.",0,0
279,"Not reciprocating oral sex.",0,0
280,"Global warming.",0,0
281,"Ghosts.",0,0
282,"World peace.",0,0
283,"A can of whoop-ass.",0,0
284,"The Dance of the Sugar Plum Fairy.",0,0
285,"A zesty breakfast burrito.",0,0
286,"Switching to Geico.",0,0
287,"Aaron Burr.",0,0
288,"Picking up girls at the abortion clinic.",0,0
289,"Land mines.",0,0
290,"Former President George W. Bush.",0,0
291,"Geese.",0,0
292,"Mutually-assured destruction.",0,0
294,"College.",0,0
295,"Date rape.",0,0
296,"Bling.",0,0
297,"A gentle caress of the inner thigh.",0,0
298,"A time travel paradox.",0,0
299,"Seppuku.",0,0
300,"Poor life choices.",0,0
301,"Waking up half-naked in a Denny's parking lot.",0,0
302,"Italians.",0,0
303,"GoGurt.",0,0
304,"Finger painting.",0,0
305,"Robert Downey, Jr.",0,0
306,"My soul.",0,0
307,"Smegma.",0,0
308,"Embryonic stem cells.",0,0
309,"The South.",0,0
310,"Christopher Walken.",0,0
311,"Gloryholes.",0,0
312,"Pretending to care.",0,0
313,"Public ridicule.",0,0
315,"A tiny horse.",0,0
316,"Arnold Schwarzenegger.",0,0
317,"A stray pube.",0,0
318,"Jerking off into a pool of children's tears.",0,0
319,"Child abuse.",0,0
320,"Glenn Beck convulsively vomiting as a brood of crab spiders hatches in his brain and erupts from his tear ducts.",0,0
321,"Menstruation.",0,0
322,"A sassy black woman.",0,0
323,"Re-gifting.",0,0
324,"Penis envy.",0,0
325,"A sausage festival.",0,0
326,"Getting really high.",0,0
327,"Drinking alone.",0,0
328,"Too much hair gel.",0,0
329,"Hulk Hogan.",0,0
330,"Overcompensation.",0,0
331,"Foreskin.",0,0
332,"Free samples.",0,0
333,"Shaquille O'Neal's acting career.",0,0
334,"Five-Dollar Footlongs.",0,0
335,"Whipping it out.",0,0
336,"A snapping turtle biting the tip of your penis.",0,0
337,"Muhammad (Praise Be Unto Him).",0,0
338,"Half-assed foreplay.",0,0
339,"Dental dams.",0,0
340,"Being a dick to children.",0,0
341,"Famine.",0,0
342,"Chainsaws for hands.",0,0
343,"A Gypsy curse.",0,0
344,"AXE Body Spray.",0,0
345,"The Force.",0,0
346,"Explosions.",0,0
347,"Cybernetic enhancements.",0,0
348,"Customer service representative.",0,0
349,"White privilege.",0,0
350,"Gandhi.",0,0
351,"Road head.",0,0
352,"God.",0,0
353,"Poorly-timed Holocaust jokes.",0,0
354,"8 oz. of sweet Mexican black-tar heroin.",0,0
355,"Judge Judy.",0,0
356,"The Little Engine That Could.",0,0
357,"Altar boys.",0,0
358,"Mr. Clean, right behind you.",0,0
359,"Vehicular manslaughter.",0,0
360,"Dwarf tossing.",0,0
361,"Friction.",0,0
362,"Lady Gaga.",0,0
363,"Scientology.",0,0
364,"Justin Bieber.",0,0
365,"A death ray.",0,0
366,"Vigilante justice.",0,0
367,"The Pope.",0,0
368,"A sea of troubles.",0,0
369,"Alcoholism.",0,0
370,"Poor people.",0,0
371,"A fetus.",0,0
372,"Women in yogurt commercials.",0,0
373,"Exactly what you'd expect.",0,0
374,"Flesh-eating bacteria.",0,0
375,"My genitals.",0,0
376,"A balanced breakfast.",0,0
377,"Dick Cheney.",0,0
378,"Lockjaw.",0,0
379,"Natural male enhancement.",0,0
380,"Take-backsies.",0,0
381,"Winking at old people.",0,0
382,"Opposable thumbs.",0,0
383,"Flying sex snakes.",0,0
384,"Passive-aggressive Post-it notes.",0,0
385,"Inappropriate yodeling.",0,0
386,"Golden showers.",0,0
387,"Racism.",0,0
388,"Copping a feel.",0,0
389,"Auschwitz.",0,0
390,"Elderly Japanese men.",0,0
391,"Raping and pillaging.",0,0
392,"Kids with ass cancer.",0,0
393,"Pictures of boobs.",0,0
394,"The homosexual agenda.",0,0
395,"A homoerotic volleyball montage.",0,0
396,"Sexual tension.",0,0
397,"Hurricane Katrina.",0,0
398,"Fiery poops.",0,0
399,"Science.",0,0
400,"Dry heaving.",0,0
401,"Cards Against Humanity.",0,0
402,"Fancy Feast.",0,0
403,"A bleached asshole.",0,0
404,"Lumberjack fantasies.",0,0
405,"American Gladiators.",0,0
406,"Autocannibalism.",0,0
407,"Sean Connery.",0,0
408,"William Shatner.",0,0
409,"Domino's Oreo Dessert Pizza.",0,0
410,"An asymmetric boob job.",0,0
411,"Centaurs.",0,0
412,"A micropenis.",0,0
413,"Asians who aren't good at math.",0,0
414,"The milk man.",0,0
415,"Waterboarding.",0,0
416,"Wifely duties.",0,0
417,"Loose lips.",0,0
418,"The Blood of Christ.",0,0
419,"Actually taking candy from a baby.",0,0
420,"The token minority.",0,0
421,"Jibber-jabber.",0,0
422,"A brain tumor.",0,0
423,"Bingeing and purging.",0,0
424,"A clandestine butt scratch.",0,0
425,"The Chinese gymnastics team.",0,0
426,"Prancing.",0,0
427,"The Hamburglar.",0,0
428,"Police brutality.",0,0
429,"Man meat.",0,0
430,"Forgetting the Alamo.",0,0
431,"Eating the last known bison.",0,0
432,"Crystal meth.",0,0
433,"Booby-trapping the house to foil burglars.",0,0
434,"My inner demons.",0,0
435,"Third base.",0,0
436,"Soiling oneself.",0,0
437,"Laying an egg.",0,0
438,"Giving 110%.",0,0
439,"Hot people.",0,0
440,"Friendly fire.",0,0
441,"Count Chocula.",0,0
442,"Pac-Man uncontrollably guzzing cum.",0,0
443,"Estrogen.",0,0
444,"My vagina.",0,0
445,"Kanye West.",0,0
446,"A robust mongoloid.",0,0
448,"The Donald Trump Seal of Approval.",0,0
449,"The true meaning of Christmasn.",0,0
450,"Her Royal Highness, Queen Elizabeth II.",0,0
451,"An honest cop with nothing left to lost.",0,0
452,"Feeding Rosie O'Donnell.",0,0
453,"The Amish.",0,0
454,"The terrorists.",0,0
455,"When you fart and a little bit comes out.",0,0
456,"Pooping back and forth. Forever.",0,0
457,"Friends who eat all the snacks.",0,0
458,"Cockfights.",0,0
459,"Bitches.",0,0
460,"Seduction.",0,0
461,"_? There's an app for that.",1,1
461,"Why can't I sleep at night?",1,0
462,"What's that smell?",1,0
463,"I got 99 problems but _ ain't one.",1,1
464,"Maybe she's born with it. Maybe it's _.",1,1
465,"What's the next Happy Meal toy?",1,0
466,"Anthropologists have recently discovered a primitive tribe that worships _.",1,1
467,"It's a pity that kids these days are all getting involved with _.",1,1
468,"During Picasso's often-overlooked Brown Period, he painted hundreds of paintings of _.",1,1
469,"Alternative medicine is now embracing the curative powers _.",1,1
470,"And the Academy Award for _ goes to _.",1,2
471,"What's that sound?",1,0
472,"What ended my last relationship?",1,0
473,"MTV's new reality show features eight washed-up celebrities living with _.",1,1
474,"I drink to forget _.",1,1
475,"I'm sorry, Professor, but I couldn't complete my homework because of _.",1,1
476,"What is Batman's guilty pleasure?",1,0
477,"This is the way the world ends \ This is the way the world ends \ Not with a bang but with _.",1,1
478,"What's a girl's best friend?",1,0
479,"TSA guidelines now prohibit _ on airplanes.",1,1
480,"_. That's how I want to die.",1,1
481,"For my next trick, I will pull _ out of _.",1,2
482,"In the new Disney Channel Original Movie, Hannah Montana struggles with _ for the first time.",1,1
483,"_ is a slippery slope that leads to _.",1,2
484,"What does Dick Cheney prefer?",1,0
485,"Dear Abby,\nI'm having some trouble with _ and would like your advice.",1,1
486,"Instead of coal, Santa now gives the bad children _.",1,1
487,"What's the most emo?",1,0
488,"In 1,000 years, when paper money is but a distant memory, _ will be our currency.",1,1
489,"What's the next superhero/sidekick duo?",1,0
490,"In M. Night Shyamalan's new movie, Bruce Willis discovers that _ had really been _ all along.",1,2
491,"A romantic, candelit dinner would be incomplete without _.",1,1
492,"_. Betcha can't have just one!",1,1
493,"White people like _.",1,1
494,"_. High five, bro.",1,1
495,"Next from J.K. Rowling: Harry Potter and the Chamber of _.",1,1
496,"BILLY MAYS HERE FOR _.",1,1
497,"In a world ravaged by _, our only solace is _.",1,2
498,"War!\nWhat is it good for?",1,0
499,"During sex, I like to think about _.",1,1
500,"What are my parents hiding from me?",1,0
501,"What will always get you laid?",1,0
502,"In L.A. County Jail, word is you can trade 200 cigarettes for _.",1,1
503,"What did I bring back from Mexico?",1,0
504,"What don't you want to find in your Chinese food?",1,0
505,"What will I bring back in time to convince people that I am a powerful wizard?",1,0
506,"How am I maintaining my relationship status?",1,0
507,"_. It's a trap!",1,1
508,"Coming to Broadway this season, _: the Musical.",1,1
509,"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into reesearch on _.",1,1
510,"After the earthquake, Sean Penn brought _ to the people of Haiti.",1,1
511,"Next on ESPN2, the World Series of _.",1,1
512,"Step 1: _. Step 2: _. Step 3: Profit.",1,2
513,"Rumor has it that Vladimir Putin's favorite dish is _ stuffed with _.",1,2
514,"But before I kill you, Mr. Bond, I must show you _.",1,1
515,"What gives me uncontrollable gas?",1,0
516,"What do old people smell like?",1,0
517,"The class field trip was completely ruined by _.",1,1
518,"When Pharaoh remained unmoved, Moses called down a Plague of _.",1,1
519,"What's my secret power?",1,0
520,"What's there a ton of in heaven?",1,0
521,"What would grandma find disturbing, yet oddly charming?",1,0
522,"I never truly understood _ until I encountered _.",1,2
523,"What did the U.S. airdrop to the children of Afghanistan?",1,0
524,"What helps Obama unwind?",1,0
525,"What did Vin Diesel eat for dinner?",1,0
526,"_: good to the last drop.",1,1
527,"Why am I sticky?",1,0
528,"What gets better with age?",1,0
529,"_: kid-tested, mother-approved.",1,1
530,"What's the crustiest?",1,0
531,"What's Teach for America using to inspire inner city students to succeed?",1,0
532,"Studies show that lab rats navigate mazes 50% faster after being exposed to _.",1,1
533,"Life for American Indians was forever changed when the White Man introduced them to _.",1,1
534,"I do not know with what weapons World War III will be fought, but World War IV will be fought with _.",1,1
535,"Why do I hurt all over?",1,0
536,"What am I giving up for Lent?",1,0
537,"In Michael Jackson's final moments, he thought about _.",1,1
538,"In an attempt to reach a wider audience, the Smithsonian Museum of Natural History has opened an interactive exhibit on _.",1,1
539,"When I am President of the United States, I will create the Department of _.",1,1
540,"Lifetime presents _, the story of _.",1,2
541,"When I am a billionaire, I shall erect a 50-foot statue to commemorate _.",1,1
542,"When I was tripping on acid, _ turned into _.",1,2
543,"That's right, I killed _. How, you ask? _.",1,2
544,"What's my anti-drug?",1,0
545,"What never fails to liven up the party?",1,0
546,"What's the new fad diet?",1,0
547,"Major League Baseball has banned _ for giving players an unfair advantage.",1,1
